 Federal-gov; 10th; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;6****; Unmarried; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Other-relative; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Other-relative; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Other-relative; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Unmarried; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Unmarried; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Unmarried; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Unmarried; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;7****; Unmarried; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Other-relative; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Unmarried; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Unmarried; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Unmarried; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;8****; Unmarried; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Not-in-family; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Other-relative; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Female; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Own-child; Male; >50K
 Private; Bachelors; Never-married; United-States; White;0-40;9****; Unmarried; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;41-80;****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;41-80;****; Not-in-family; Female; >50K
 Private; Bachelors; Never-married; United-States; White;41-80;****; Not-in-family; Male; <=50K
 Private; Bachelors; Never-married; United-States; White;41-80;****; Not-in-family; Male; <=50K
