-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
-1669467015,  Self-emp-inc, 9th, Divorced, United-States, White, 40<..<80, 7****, Not-in-family, Male, <=50K
3191296,  Local-gov, Masters, Never-married, United-States, White, 40<..<80, 1****, Own-child, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, >50K
68243705,  Private, Assoc-acdm, Divorced, Jamaica, Black, 40<..<80, 9****, Not-in-family, Female, <=50K
192678534,  Private, 7th-8th, Divorced, United-States, White, 40<..<80, 9****, Unmarried, Female, <=50K
-1286947619,  Self-emp-inc, Masters, Divorced, India, Asian-Pac-Islander, 40<..<80, 5****, Unmarried, Male, <=50K
1646559586,  Private, 10th, Divorced, United-States, White, 0<..<40, 9****, Not-in-family, Male, >50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
1093876643,  Self-emp-not-inc, HS-grad, Married-civ-spouse, Ireland, White, 0<..<40, 2****, Other-relative, Male, <=50K
2038996289,  Private, 5th-6th, Widowed, United-States, White, 80<..<120, 8****, Unmarried, Male, >50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-25239530,  Private, Doctorate, Married-civ-spouse, Japan, Asian-Pac-Islander, 40<..<80, 1****, Husband, Male, >50K
208939787,  Private, Masters, Never-married, United-States, White, 40<..<80, 1****, Not-in-family, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, >50K
-1752815999,  Private, Some-college, Married-civ-spouse, United-States, Black, 40<..<80, 5****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 8****, Own-child, Male, <=50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, >50K
-627164221,  Private, 9th, Never-married, United-States, White, 0<..<40, ****, Own-child, Female, <=50K
1933108908,  Self-emp-not-inc, HS-grad, Divorced, United-States, White, 40<..<80, 3****, Not-in-family, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
946514547,  Self-emp-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, >50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 0<..<40, 4****, Unmarried, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 1****, Own-child, Female, <=50K
278387521,  Private, 12th, Never-married, United-States, White, 0<..<40, 2****, Own-child, Female, <=50K
-501881909,  Private, Preschool, Married-civ-spouse, Mexico, Other, 40<..<80, 5****, Husband, Male, >50K
-352111023,  Private, Prof-school, Divorced, United-States, White, 40<..<80, 1****, Not-in-family, Male, >50K
761343843,  Private, Prof-school, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 9****, Other-relative, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 2****, Unmarried, Female, >50K
-1894616390,  Private, HS-grad, Divorced, United-States, Black, 0<..<40, 9****, Own-child, Female, <=50K
1831641432,  Self-emp-not-inc, HS-grad, Married-civ-spouse, Jamaica, Black, 40<..<80, 1****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Female, <=50K
-50644219,  State-gov, Some-college, Married-civ-spouse, United-States, Black, 0<..<40, ****, Husband, Male, <=50K
113862638,  Private, Some-college, Never-married, Puerto-Rico, White, 0<..<40, 4****, Unmarried, Female, >50K
-1855101271,  Federal-gov, HS-grad, Divorced, United-States, White, 40<..<80, 9****, Not-in-family, Female, >50K
1943246835,  Private, 9th, Never-married, Mexico, White, 0<..<40, 2****, Other-relative, Male, >50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
946514547,  Self-emp-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
1091705218,  Local-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 8****, Wife, Female, <=50K
-1850181000,  State-gov, 10th, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 40<..<80, 7****, Not-in-family, Female, <=50K
-1147806260,  Local-gov, Some-college, Divorced, United-States, Amer-Indian-Eskimo, 40<..<80, 5****, Not-in-family, Female, <=50K
2071971569,  Self-emp-not-inc, HS-grad, Widowed, United-States, White, 80<..<120, 5****, Not-in-family, Female, <=50K
1459633629,  Private, Prof-school, Married-civ-spouse, India, Asian-Pac-Islander, 0<..<40, 4****, Husband, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 6****, Own-child, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
209709003,  Private, Assoc-voc, Divorced, United-States, White, 0<..<40, 8****, Unmarried, Female, <=50K
1104039855,  Private, 11th, Divorced, United-States, White, 0<..<40, 4****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-93405487,  Private, HS-grad, Never-married, United-States, Amer-Indian-Eskimo, 0<..<40, 9****, Unmarried, Female, <=50K
-1681241384,  Federal-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Own-child, Female, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 9****, Not-in-family, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Female, <=50K
-133686218,  Self-emp-not-inc, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
603662050,  Private, HS-grad, Married-spouse-absent, United-States, White, 80<..<120, 1****, Not-in-family, Female, <=50K
236790938,  Local-gov, Doctorate, Widowed, United-States, White, 40<..<80, 9****, Unmarried, Female, >50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 40<..<80, ****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 2****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 7****, Wife, Female, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-1167562863,  Local-gov, Masters, Divorced, United-States, White, 40<..<80, 4****, Not-in-family, Female, <=50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
-1838884268,  Private, Some-college, Widowed, United-States, White, 40<..<80, 4****, Not-in-family, Female, <=50K
101443574,  State-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 4****, Wife, Female, <=50K
1686475310,  Private, Bachelors, Married-civ-spouse, Cambodia, Asian-Pac-Islander, 0<..<40, 9****, Husband, Male, >50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 0<..<40, 9****, Own-child, Female, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
403067427,  Self-emp-not-inc, 10th, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 6****, Own-child, Male, >50K
238757026,  Self-emp-inc, Bachelors, Never-married, United-States, White, 40<..<80, 6****, Not-in-family, Female, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 40<..<80, ****, Other-relative, Male, <=50K
-1222531251,  Private, HS-grad, Separated, United-States, White, 40<..<80, 5****, Other-relative, Female, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, >50K
-737821306,  Self-emp-not-inc, 5th-6th, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 7****, Other-relative, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-1222531251,  Private, HS-grad, Separated, United-States, White, 40<..<80, 3****, Not-in-family, Female, <=50K
-96347017,  Private, 1st-4th, Married-spouse-absent, Mexico, White, 0<..<40, 4****, Other-relative, Male, <=50K
163118814,  Local-gov, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
69245659,  Private, 10th, Married-civ-spouse, Mexico, White, 0<..<40, 3****, Husband, Male, >50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
78925060,  State-gov, Masters, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
2067453836,  State-gov, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
98641614,  Self-emp-not-inc, HS-grad, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Male, <=50K
-1889145070,  Private, HS-grad, Widowed, United-States, White, 40<..<80, 2****, Unmarried, Female, <=50K
-1715976583,  Private, HS-grad, Married-civ-spouse, United-States, Amer-Indian-Eskimo, 40<..<80, 3****, Husband, Male, <=50K
642312199,  Private, 10th, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 0<..<40, ****, Own-child, Male, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 6****, Not-in-family, Male, >50K
36975640,  Private, HS-grad, Married-spouse-absent, United-States, Black, 0<..<40, 5****, Unmarried, Female, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, >50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
-1855101271,  Federal-gov, HS-grad, Divorced, United-States, White, 40<..<80, 2****, Not-in-family, Male, >50K
1498909234,  Federal-gov, HS-grad, Never-married, United-States, Black, 0<..<40, 4****, Own-child, Female, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 1****, Own-child, Female, >50K
-1222531251,  Private, HS-grad, Separated, United-States, White, 0<..<40, 3****, Own-child, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, >50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
573089618,  Private, Assoc-voc, Separated, Dominican-Republic, White, 40<..<80, 3****, Not-in-family, Female, <=50K
311642661,  Self-emp-not-inc, Assoc-voc, Divorced, United-States, White, 40<..<80, 9****, Not-in-family, Female, <=50K
2058844776,  Local-gov, HS-grad, Married-civ-spouse, United-States, Black, 0<..<40, 7****, Husband, Male, <=50K
-953542827,  Local-gov, Bachelors, Divorced, United-States, Black, 40<..<80, 7****, Unmarried, Female, >50K
-1681241384,  Federal-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
-518722955,  Local-gov, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 2****, Other-relative, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
1954620868,  Private, 10th, Widowed, United-States, Black, 40<..<80, 2****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, >50K
862467692,  Private, HS-grad, Separated, United-States, Black, 0<..<40, 2****, Unmarried, Female, <=50K
-1040491633,  Private, Doctorate, Married-civ-spouse, Thailand, Asian-Pac-Islander, 0<..<40, 3****, Husband, Male, <=50K
-316429443,  Self-emp-inc, Prof-school, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
-2008112279,  Private, HS-grad, Never-married, United-States, Other, 0<..<40, ****, Not-in-family, Male, <=50K
381296755,  Federal-gov, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
602958286,  Private, Bachelors, Married-civ-spouse, Yugoslavia, White, 0<..<40, 8****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 4****, Own-child, Male, <=50K
1873393510,  Local-gov, Bachelors, Married-civ-spouse, United-States, Black, 0<..<40, 8****, Husband, Male, <=50K
1316751193,  Federal-gov, Bachelors, Never-married, United-States, Asian-Pac-Islander, 0<..<40, 1****, Other-relative, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
-1942795698,  Local-gov, Bachelors, Married-civ-spouse, Germany, White, 0<..<40, 2****, Wife, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
-1806989679,  Private, Masters, Married-civ-spouse, Canada, White, 0<..<40, 9****, Husband, Male, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
-1752815999,  Private, Some-college, Married-civ-spouse, United-States, Black, 0<..<40, ****, Husband, Male, <=50K
-69996130,  Private, Some-college, Divorced, United-States, Black, 0<..<40, 6****, Unmarried, Female, <=50K
-1151100846,  Private, HS-grad, Married-civ-spouse, China, Asian-Pac-Islander, 40<..<80, 9****, Husband, Male, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
-754047157,  State-gov, Bachelors, Never-married, United-States, Black, 0<..<40, 7****, Own-child, Female, <=50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 9****, Wife, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 9****, Not-in-family, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 0<..<40, 7****, Other-relative, Male, <=50K
278387521,  Private, 12th, Never-married, United-States, White, 0<..<40, 7****, Own-child, Male, >50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, >50K
909333798,  Private, Some-college, Separated, United-States, White, 0<..<40, ****, Unmarried, Female, <=50K
976524841,  Private, Some-college, Married-civ-spouse, Mexico, White, 0<..<40, 9****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, >50K
-518722955,  Local-gov, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 2****, Wife, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
1026713003,  State-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Other-relative, Female, <=50K
-1646650736,  Private, Bachelors, Married-civ-spouse, Italy, White, 0<..<40, 9****, Husband, Male, <=50K
100019530,  Self-emp-not-inc, Bachelors, Divorced, United-States, White, 40<..<80, 3****, Not-in-family, Male, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 2****, Not-in-family, Male, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, >50K
-1894616390,  Private, HS-grad, Divorced, United-States, Black, 40<..<80, 1****, Not-in-family, Female, <=50K
603499133,  Self-emp-inc, Bachelors, Widowed, United-States, White, 40<..<80, 2****, Unmarried, Female, <=50K
-87917796,  Private, HS-grad, Married-civ-spouse, United-States, Other, 0<..<40, 8****, Wife, Female, <=50K
2105361593,  Local-gov, HS-grad, Separated, United-States, White, 0<..<40, 2****, Own-child, Female, >50K
1091705218,  Local-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Female, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 0<..<40, 9****, Unmarried, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, >50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 2****, Own-child, Male, <=50K
-359090073,  Private, 11th, Married-civ-spouse, Mexico, White, 0<..<40, 9****, Husband, Male, <=50K
912450449,  Private, 10th, Never-married, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Wife, Female, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, 3****, Wife, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Wife, Female, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Own-child, Female, <=50K
1725140710,  Private, 7th-8th, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 80<..<120, 4****, Wife, Female, <=50K
1267362672,  Self-emp-not-inc, Bachelors, Never-married, United-States, White, 0<..<40, 8****, Own-child, Female, >50K
98641614,  Self-emp-not-inc, HS-grad, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
-114870982,  Local-gov, HS-grad, Never-married, United-States, Black, 0<..<40, 1****, Own-child, Female, <=50K
1048604798,  Self-emp-not-inc, 11th, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 40<..<80, ****, Own-child, Female, <=50K
-615609006,  Local-gov, Masters, Separated, United-States, Black, 40<..<80, 6****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
-133686218,  Self-emp-not-inc, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 8****, Wife, Female, <=50K
885541006,  Private, Assoc-acdm, Married-civ-spouse, United-States, Asian-Pac-Islander, 40<..<80, 9****, Husband, Male, <=50K
1496781045,  Private, HS-grad, Married-civ-spouse, Germany, White, 0<..<40, 1****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Male, >50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 9****, Not-in-family, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, >50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 6****, Own-child, Female, >50K
-418428944,  Local-gov, Bachelors, Never-married, United-States, White, 40<..<80, 3****, Own-child, Male, <=50K
-975426305,  Private, Some-college, Married-civ-spouse, Philippines, Asian-Pac-Islander, 0<..<40, 9****, Husband, Male, <=50K
-1889145070,  Private, HS-grad, Widowed, United-States, White, 0<..<40, ****, Not-in-family, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 4****, Not-in-family, Male, <=50K
209709003,  Private, Assoc-voc, Divorced, United-States, White, 40<..<80, 8****, Not-in-family, Male, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 40<..<80, 5****, Not-in-family, Male, <=50K
786595285,  Private, HS-grad, Divorced, Ireland, White, 0<..<40, 1****, Not-in-family, Male, <=50K
387629662,  Private, Some-college, Never-married, United-States, Black, 0<..<40, 1****, Not-in-family, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, >50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, <=50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, 9****, Wife, Female, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 6****, Unmarried, Female, <=50K
278387521,  Private, 12th, Never-married, United-States, White, 40<..<80, 2****, Not-in-family, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
-1644707652,  Private, Assoc-voc, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Female, <=50K
-518722955,  Local-gov, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, >50K
1866050939,  Self-emp-inc, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
281787199,  Federal-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, >50K
-1550987201,  Self-emp-not-inc, Some-college, Separated, United-States, White, 40<..<80, 3****, Not-in-family, Male, <=50K
912450449,  Private, 10th, Never-married, United-States, White, 40<..<80, 1****, Not-in-family, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 0<..<40, 1****, Own-child, Male, <=50K
1866050939,  Self-emp-inc, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-1868537837,  Private, Bachelors, Never-married, United-States, Other, 0<..<40, ****, Unmarried, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 0<..<40, 6****, Not-in-family, Female, <=50K
-1641716320,  Federal-gov, Some-college, Divorced, United-States, Black, 40<..<80, 3****, Not-in-family, Female, >50K
-1644707652,  Private, Assoc-voc, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, <=50K
281787199,  Federal-gov, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, >50K
912450449,  Private, 10th, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
1411911932,  Local-gov, Some-college, Divorced, United-States, White, 40<..<80, 4****, Unmarried, Female, <=50K
266857392,  Private, 12th, Divorced, United-States, White, 40<..<80, 4****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
179860309,  Self-emp-not-inc, HS-grad, Married-spouse-absent, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
1194406165,  Federal-gov, Some-college, Never-married, United-States, Black, 40<..<80, 2****, Unmarried, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-2012170993,  Private, Doctorate, Never-married, United-States, White, 40<..<80, 1****, Not-in-family, Male, >50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 40<..<80, 4****, Not-in-family, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, ****, Unmarried, Female, <=50K
